"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 19, 2021","337.62","348.47","350.73","334.20","96.03M","-2.30%"
"Nov 22, 2021","319.20","334.99","335.68","316.66","151.50M","-5.46%"
"Nov 23, 2021","341.77","316.09","341.77","310.62","150.58M","7.07%"
"Nov 24, 2021","338.30","343.87","348.00","332.75","93.70M","-1.02%"
"Nov 25, 2021","337.55","340.00","343.00","335.70","48.79M","-0.22%"
"Nov 26, 2021","326.00","325.00","332.00","320.10","104.01M","-3.42%"
"Nov 29, 2021","339.20","335.00","345.33","331.96","99.63M","4.05%"
"Nov 30, 2021","334.24","332.50","342.55","331.50","130.56M","-1.46%"
"Dec 01, 2021","345.21","338.51","350.37","337.61","93.12M","3.28%"
"Dec 02, 2021","350.30","347.30","352.67","344.80","75.48M","1.47%"
"Dec 03, 2021","345.99","351.50","353.13","343.21","51.71M","-1.23%"
"Dec 06, 2021","338.94","347.21","349.36","333.35","71.02M","-2.04%"
"Dec 07, 2021","344.96","339.25","346.00","333.43","75.51M","1.78%"
"Dec 08, 2021","340.50","346.00","348.47","336.53","78.33M","-1.29%"
"Dec 09, 2021","336.60","341.28","344.20","335.72","61.41M","-1.15%"
"Dec 10, 2021","332.00","337.36","338.31","329.98","44.65M","-1.37%"
"Dec 13, 2021","307.26","333.08","334.88","305.76","140.58M","-7.45%"
"Dec 14, 2021","319.35","307.00","320.00","289.78","168.69M","3.93%"
"Dec 15, 2021","324.09","319.58","325.83","316.50","79.75M","1.48%"
"Dec 16, 2021","328.39","326.17","332.30","325.38","95.51M","1.33%"
"Dec 17, 2021","327.30","327.98","329.70","323.03","72.10M","-0.33%"
"Dec 20, 2021","325.90","323.97","326.00","316.11","70.85M","-0.43%"
"Dec 21, 2021","339.88","326.61","339.88","326.50","80.09M","4.29%"
"Dec 22, 2021","345.55","340.00","349.59","339.29","96.84M","1.67%"
"Dec 23, 2021","339.81","346.10","348.32","337.00","72.15M","-1.66%"
"Dec 24, 2021","338.79","339.26","340.98","334.55","39.01M","-0.30%"
"Dec 27, 2021","343.97","339.70","343.97","339.33","29.93M","1.53%"
"Dec 28, 2021","343.23","344.00","346.60","342.55","34.86M","-0.22%"
"Dec 29, 2021","340.33","343.43","344.48","337.13","43.01M","-0.84%"
"Dec 30, 2021","342.39","340.75","344.00","337.40","40.86M","0.61%"
"Jan 03, 2022","353.73","345.00","353.88","344.30","40.12M","3.31%"
"Jan 04, 2022","352.55","353.98","358.10","348.35","52.71M","-0.33%"
"Jan 05, 2022","335.00","351.90","353.50","331.55","80.98M","-4.98%"
"Jan 06, 2022","346.13","335.90","347.67","330.11","74.60M","3.32%"
"Jan 10, 2022","344.00","348.56","351.00","340.51","51.09M","-0.62%"
"Jan 11, 2022","343.74","344.68","347.00","341.27","41.97M","-0.08%"
"Jan 12, 2022","347.43","344.48","348.64","339.57","53.46M","1.07%"
"Jan 13, 2022","337.60","347.01","347.50","333.49","118.27M","-2.83%"
"Jan 14, 2022","335.76","338.59","340.96","321.51","120.57M","-0.55%"
"Jan 17, 2022","327.81","335.90","338.95","319.17","96.95M","-2.37%"
"Jan 18, 2022","301.11","329.11","329.30","296.70","220.12M","-8.14%"
"Jan 19, 2022","318.36","299.00","320.42","282.72","220.09M","5.73%"
"Jan 20, 2022","310.42","318.40","326.69","310.07","130.27M","-2.49%"
"Jan 21, 2022","311.60","309.49","321.99","303.50","119.14M","0.38%"
"Jan 24, 2022","294.59","310.80","314.00","280.60","236.55M","-5.46%"
"Jan 25, 2022","302.96","293.94","305.00","289.62","143.19M","2.84%"
"Jan 26, 2022","299.60","302.90","307.70","293.70","125.08M","-1.11%"
"Jan 27, 2022","325.25","296.93","330.00","294.00","216.08M","8.56%"
"Jan 28, 2022","329.58","325.50","334.90","322.05","116.24M","1.33%"
"Jan 31, 2022","334.80","330.90","336.41","330.52","69.92M","1.58%"
"Feb 01, 2022","330.95","334.95","336.63","325.30","68.01M","-1.15%"
"Feb 02, 2022","331.70","332.39","333.70","325.70","54.76M","0.23%"
"Feb 03, 2022","323.75","330.00","331.00","322.30","57.60M","-2.40%"
"Feb 04, 2022","324.60","325.50","334.50","320.88","88.66M","0.26%"
"Feb 07, 2022","321.25","324.51","327.44","316.64","56.31M","-1.03%"
"Feb 08, 2022","331.70","321.45","331.87","319.00","77.97M","3.25%"
"Feb 09, 2022","335.08","332.30","336.00","330.18","63.27M","1.02%"
"Feb 10, 2022","328.93","335.41","335.47","328.10","61.93M","-1.84%"
"Feb 11, 2022","318.10","328.97","328.97","316.20","100.77M","-3.29%"
"Feb 14, 2022","321.85","314.10","324.90","303.25","121.32M","1.18%"
"Feb 15, 2022","333.60","322.43","335.50","322.43","96.88M","3.65%"
"Feb 16, 2022","336.50","335.86","339.98","331.62","77.19M","0.87%"
"Feb 17, 2022","323.51","336.37","336.37","322.04","102.16M","-3.86%"
"Feb 18, 2022","309.48","325.51","329.32","306.70","125.47M","-4.34%"
"Feb 21, 2022","257.30","309.48","318.90","241.00","413.31M","-16.86%"
"Feb 22, 2022","283.51","253.95","284.07","246.70","324.95M","10.19%"
"Feb 24, 2022","210.00","255.02","255.02","126.53","414.02M","-25.93%"
"Feb 25, 2022","228.00","208.01","244.94","191.60","211.88M","8.57%"
"Mar 24, 2022","258.51","251.41","278.90","232.00","85.87M","13.38%"
"Mar 25, 2022","227.00","263.99","269.33","225.60","67.38M","-12.19%"
"Mar 28, 2022","218.60","225.00","229.45","213.03","25.25M","-3.70%"
"Mar 29, 2022","208.00","220.00","226.00","206.00","40.38M","-4.85%"
"Mar 30, 2022","216.00","211.00","219.41","210.52","38.68M","3.85%"
"Mar 31, 2022","242.48","218.98","249.00","217.10","84.08M","12.26%"
"Apr 01, 2022","251.40","245.90","258.70","242.48","50.67M","3.68%"
"Apr 04, 2022","252.90","254.03","259.99","237.31","41.06M","0.60%"
"Apr 05, 2022","243.50","254.00","256.39","231.45","39.97M","-3.72%"
"Apr 06, 2022","239.70","238.41","247.80","234.41","20.60M","-1.56%"
"Apr 07, 2022","245.00","240.04","246.80","239.13","22.42M","2.21%"
"Apr 08, 2022","241.07","246.79","246.79","240.00","14.85M","-1.60%"
"Apr 11, 2022","234.55","241.90","242.78","234.16","15.68M","-2.70%"
"Apr 12, 2022","236.30","234.00","236.63","223.00","26.68M","0.75%"
"Apr 13, 2022","234.87","238.00","239.64","232.13","12.70M","-0.61%"
"Apr 14, 2022","222.11","235.00","235.50","221.10","21.96M","-5.43%"
"Apr 15, 2022","224.00","222.00","226.65","215.74","19.98M","0.85%"
"Apr 18, 2022","216.99","224.10","226.00","216.60","15.63M","-3.13%"
"Apr 19, 2022","220.72","216.90","222.00","207.00","30.71M","1.72%"
"Apr 20, 2022","218.92","221.43","229.84","215.63","33.62M","-0.82%"
"Apr 21, 2022","210.29","220.00","221.00","210.29","24.33M","-3.94%"
"Apr 22, 2022","208.00","210.50","215.00","207.01","28.81M","-1.09%"
"Apr 25, 2022","206.35","209.95","209.95","201.95","18.86M","-0.79%"
"Apr 26, 2022","225.85","207.97","229.74","206.73","46.55M","9.45%"
"Apr 27, 2022","237.15","226.01","237.50","221.61","48.32M","5.00%"
"Apr 28, 2022","237.53","239.40","249.00","235.50","69.10M","0.16%"
"Apr 29, 2022","240.40","238.55","245.43","238.00","43.47M","1.21%"
"May 04, 2022","234.16","241.00","244.39","233.12","20.99M","-2.60%"
"May 05, 2022","238.60","235.54","239.40","235.08","14.82M","1.90%"
"May 06, 2022","240.10","238.50","242.92","235.10","18.01M","0.63%"
"May 11, 2022","241.99","239.80","243.35","237.58","16.60M","0.79%"
"May 12, 2022","230.56","241.89","241.89","227.22","24.43M","-4.72%"
"May 13, 2022","235.52","232.50","237.20","229.02","17.35M","2.15%"
"May 16, 2022","244.20","234.00","246.95","233.11","28.31M","3.69%"
"May 17, 2022","258.80","246.01","260.00","245.30","60.03M","5.98%"
